Tarih,PM10,SO2,NO2,O3
2020/3/28,66.53437,5.0359440000000015,17.8273,40.31264
2020/3/28,84.43669,4.8842370000000015,18.78581,40.56925
2020/3/28,64.70994,5.05884,22.20676,37.03463
2020/3/28,38.29045,4.699582,20.08509,37.54141
2020/3/28,33.71524,4.205555,17.124000000000002,38.7462
2020/3/28,32.67321,4.029649,14.3342,38.552409999999995
2020/3/28,29.98655,4.004147,13.50552,38.09869000000001
2020/3/28,30.66992,3.946256,12.82793,38.04789
2020/3/28,27.36569,3.890599,11.86627,38.42335
2020/3/28,14.068370000000002,4.060921,12.699489999999999,37.12904
2020/3/28,11.002139999999999,4.109319,14.58479,34.74001
2020/3/28,13.467089999999999,3.8677029999999997,14.1045,33.7111
2020/3/28,10.60235,3.849275,14.622679999999999,30.87187
2020/3/28,18.404970000000002,3.90214,13.13158,31.02545
2020/3/28,37.33313,3.858582,10.59142,30.001440000000002
2020/3/28,44.50478,3.9086550000000004,11.39717,25.14032000000001
2020/3/28,41.82416,4.0938690000000015,12.782,27.248479999999997
2020/3/28,40.58672,4.105596,13.78602,29.303929999999998
2020/3/28,42.86683,4.138916,16.09917,24.94217
2020/3/28,65.18226999999999,4.530377,23.5876,15.29563
2020/3/28,80.41081,4.785394,28.95704000000001,7.7646929999999985
2020/3/28,80.93958,4.907319,28.0159,8.861237
2020/3/27,85.52939,5.5217800000000015,35.03994,8.357636
2020/3/27,84.62874000000002,5.921432,41.97663,7.328152999999999
2020/3/27,71.89873,5.41363,41.988459999999996,9.019491
2020/3/27,50.81422,4.669798999999999,37.28197,17.67615
2020/3/27,37.11684,4.247066,27.131940000000004,31.846259999999997
2020/3/27,29.02719,4.039701,19.60393,39.06458
2020/3/27,25.58006,3.93304,14.654279999999998,41.5212
2020/3/27,25.02856,3.958914,12.72265,41.652809999999995
2020/3/27,17.1508,4.1184400000000005,12.04566,40.655609999999996
2020/3/27,10.88552,4.221191,11.795960000000001,39.16492
2020/3/27,10.384039999999999,4.108388,12.22391,37.07679
2020/3/27,9.30527,4.002286,13.733670000000002,34.158159999999995
2020/3/27,9.42721,3.971944,17.32617,29.802559999999996
2020/3/27,7.242641000000001,3.9360180000000002,17.91218,29.09025
2020/3/27,6.279783,3.9658010000000004,14.33925,29.48878
2020/3/27,7.575214,4.011407,12.3397,27.03275
2020/3/27,11.703289999999999,3.992234,11.833680000000001,22.71803
2020/3/27,19.560779999999998,4.029463,12.63791,17.07583
2020/3/27,20.73377,4.072833999999999,13.46902,17.639229999999994
2020/3/27,22.61456,4.130539,15.171870000000002,19.42677
2020/3/27,28.79967000000001,4.1474779999999996,16.896279999999994,20.88994
2020/3/27,28.945320000000002,4.198668,18.15794,20.47566
2020/3/27,33.9032,4.356518,18.74925,18.20559
2020/3/27,46.083259999999996,4.861527,28.04555,14.92274
2020/3/26,46.020309999999995,5.291334,40.66557,11.64299
2020/3/26,43.91153,5.164942,38.2007,18.88484
2020/3/26,42.69661,5.330238,35.89715,19.27729
2020/3/26,27.28844,5.483807,35.38824,20.708679999999998
2020/3/26,19.36371,4.717079,26.302540000000004,32.64716
2020/3/26,21.824289999999998,4.079722,18.08417,38.093959999999996
2020/3/26,15.438770000000002,4.076557,13.85325,40.54242
2020/3/26,10.797939999999999,4.2733120000000016,13.157079999999999,40.9664
2020/3/26,10.557030000000001,4.5905010000000015,14.222879999999998,39.89566
2020/3/26,11.18498,4.407708,12.77179,40.945570000000004
2020/3/26,9.530308999999999,4.054034,11.601360000000001,42.09558
2020/3/26,6.888044,4.003961,12.92613,41.148540000000004
2020/3/26,9.629817999999998,4.000797,13.85568,40.06067
2020/3/26,9.088849,4.008801,13.91019,38.955220000000004
2020/3/26,5.28125,4.028346,18.61157,32.10715
2020/3/26,4.059838,4.012896,18.38985,27.91212
2020/3/26,6.36634,3.904932,11.254610000000001,30.54404000000001
2020/3/26,9.128025,3.918893,7.893522999999999,32.14909
2020/3/26,13.455720000000001,4.002472,7.3625,33.08546
2020/3/26,14.38471,3.979017,7.151228,34.089909999999996
2020/3/26,11.25093,4.024623,7.075925999999999,35.42695
2020/3/26,10.14457,4.088284,8.856214,36.49485
2020/3/26,17.81355,4.300116,11.69513,35.41891
2020/3/26,33.62661,4.720057,17.03286,31.254279999999998
2020/3/25,43.97676,6.037772,28.7623,24.32388
2020/3/25,41.034729999999996,7.3878759999999986,38.59214,23.44849
2020/3/25,40.97438,6.087472,31.669940000000004,32.33278
2020/3/25,46.635459999999995,5.03371,31.31346,31.70413
2020/3/25,47.78815,5.742362,42.01828,24.810679999999998
2020/3/25,37.81955,6.920095,35.02019,29.904259999999997
2020/3/25,20.43965,6.343793,28.1628,34.58614
2020/3/25,16.64968,4.5765400000000005,25.38155,37.166090000000004
2020/3/25,21.13255,4.416077,19.09941,41.57167000000001
2020/3/25,24.19768,4.416077,18.42454,41.243790000000004
2020/3/25,26.29813,4.416077,18.361720000000002,39.89402000000001
2020/3/25,29.29441,4.416077,19.3195,37.92479
2020/3/25,34.79355,4.416077,26.457279999999997,30.738540000000004
2020/3/25,44.98095,4.416077,32.8521,23.22435
2020/3/25,52.13171,4.416077,33.06937,20.47149
2020/3/25,44.22314,4.416077,23.01782,22.44688
2020/3/25,36.83425,4.416077,11.02133,27.74591
2020/3/25,42.28315,4.416077,10.25675,29.567009999999996
2020/3/25,48.44178,4.416077,10.59729,28.80032000000001
2020/3/25,52.28559,4.416077,10.60149,33.54163
2020/3/25,50.69876,4.416077,12.65921,40.13456
2020/3/25,44.26233,4.416077,15.94859,35.79275999999999
2020/3/25,43.79633,4.416077,15.22206,32.25281
2020/3/25,48.14028,4.416077,15.25128,33.9025
2020/3/24,60.33959,4.416077,20.38025,35.507529999999996
2020/3/24,74.88313000000002,4.416077,29.7416,33.44048
2020/3/24,78.90143,4.416077,35.04096,33.129259999999995
2020/3/24,65.81491,4.416077,31.1309,39.098209999999995
2020/3/24,41.931999999999995,4.416077,25.44753,45.06835
2020/3/24,31.21474000000001,4.416077,20.44387,49.74622
2020/3/24,28.43018,4.416077,18.068260000000002,52.161
2020/3/24,23.33846,4.416077,16.3358,63.06266
2020/3/24,23.53996,4.416077,17.06063,84.05708
2020/3/24,25.08044,4.416077,17.06063,94.97444
2020/3/24,14.05073,3.908976,17.9322,61.57445
2020/3/24,12.66809,3.8447419999999997,19.97402,52.5246
2020/3/24,11.89926,3.8098730000000014,21.95018,48.80975
2020/3/24,10.64836,3.93546,23.83451,42.292429999999996
2020/3/24,24.717589999999998,4.1253269999999995,36.73903,25.85728
2020/3/24,32.55865,4.094427,41.30795,15.667129999999998
2020/3/24,28.39838,3.9062349999999997,26.941879999999998,19.46165
2020/3/24,24.42969,3.8003190000000004,17.5489,22.73234
2020/3/24,23.79298,3.726979,14.37331,24.471220000000002
2020/3/24,27.31258,3.6970089999999995,15.796289999999999,23.10578
2020/3/24,36.3122,3.728654,17.82866,21.405829999999998
2020/3/24,41.0632,3.913681,20.66846,20.63833
2020/3/24,50.12929000000001,3.980321,24.608439999999998,20.09554
2020/3/24,63.07654,4.031137999999999,29.876379999999997,18.47178
2020/3/23,70.50764000000002,4.350189,36.9992,19.59739
2020/3/23,69.14429,4.722663,44.53414,17.97749
2020/3/23,56.704159999999995,4.606137,44.468270000000004,16.95068
2020/3/23,36.15405,4.396539,40.55843,25.84441
2020/3/23,17.6024,4.308493,36.74424000000001,36.78358
2020/3/23,17.6024,4.0894010000000005,29.24557,42.96072
2020/3/23,17.6024,3.824332,21.41385,47.23518
2020/3/23,17.6024,3.758208,34.17628,64.54887
2020/3/23,17.6024,4.3360389999999995,35.58548,79.63096999999998
2020/3/23,17.6024,4.903894,35.58548,80.43535
2020/3/23,17.6024,4.903894,35.58548,80.43535
2020/3/23,17.6024,4.903894,35.58548,80.43535
2020/3/23,17.6024,4.167581,35.58548,80.43535
2020/3/23,17.6024,5.2801,42.46593,26.35278
2020/3/23,17.6024,5.827617,52.67791,4.641953
2020/3/23,17.6024,5.451153,44.87339,4.5351919999999994
2020/3/23,17.6024,4.926172,31.845209999999998,8.726697999999999
2020/3/23,17.6024,4.715959,22.40612,14.37795
2020/3/23,17.6024,4.826422,21.91956,13.03541
2020/3/23,17.6024,4.802039,24.55043,10.46747
